user_id,seq_d1,seq_d2,domain_id,ob_label
1133,"[18545, 2381, 27632, 5812, 32454, 9388, 40566, 14940]","[18545, 27632, 28257, 31186, 32267, 32269, 32454, 32459, 36614, 37018, 39402, 40566]",1,1
1401,"[248, 1856, 26717, 3526, 6055, 35084, 8338, 10186, 10203, 13340, 13765, 13769, 40791]","[23801, 26717, 32781, 35084, 40791]",0,1
5102,"[21886, 2216, 7925, 8415, 10293, 11553, 11624, 14031]","[17977, 21886, 22714, 25801, 26629, 26711, 27792, 28020, 29235, 29708, 31544, 33025, 33789, 36063, 36379, 36428, 36889, 37282, 37864, 38241, 39524, 39586, 39784, 41858]",0,1
8725,"[4479, 36480, 36970, 11037, 11038]","[18813, 28133, 36480, 36970, 37503, 41621]",0,1
8795,"[30112, 5878, 7407, 35708, 37234, 13117, 40666, 15318]","[19059, 25301, 29288, 30112, 30722, 31361, 32172, 35708, 37234, 40666]",0,1
1643,"[312, 22479, 3883, 30228, 31166, 36219, 36220]","[20957, 21728, 22479, 25707, 29767, 30228, 30272, 31166, 32343, 36219, 36220, 38374, 39504]",1,1
5940,"[1918, 2919, 5488, 11944, 13837, 15242]","[21777, 21865, 25495, 31027, 36304, 37589, 38994]",0,1
950,"[168, 8158, 10551, 38264, 15019, 15590, 41673]","[20891, 30991, 31681, 31705, 34065, 34067, 38264, 41673]",0,1
1460,"[18645, 21367, 1335, 2026, 2621, 3879, 3911, 4698, 31245, 7205, 7916, 7922, 9911, 10387, 11385, 11673, 13854, 13964]","[18001, 18645, 21367, 27447, 31245, 31542, 33177]",0,1
5071,"[21814, 3952, 6186, 6365, 6942, 35708, 10504, 12797, 13859, 14985, 17256]","[20973, 21814, 32286, 35708, 36812, 36827]",1,1
5808,"[1850, 2485, 5419, 9300, 10501, 11610]","[19696, 19828, 21120, 21140, 21273, 22690, 23419, 25811, 33893, 36274]",0,1
1080,"[191, 18840, 3962, 29958, 5093, 10728, 15084]","[18563, 18840, 18889, 19045, 26782, 29860, 29958, 30560, 30609, 33070, 33092]",1,1
3867,"[957, 5883, 7948, 8693, 9446]","[26066, 34392, 38544, 38554, 38867, 39057]",1,1
978,"[172, 18817, 555, 827, 1505, 9898]","[18817, 20288, 23327, 23626, 26032, 34321, 36381, 39295, 40025, 41021, 41945, 42266, 42343]",1,1
1709,"[325, 921, 2144, 5421, 7363, 38055, 12540, 12839]","[19358, 31361, 32492, 35241, 36628, 36827, 37841, 38055, 40168, 41751]",1,1
3602,"[843, 3200, 4132, 4609, 7684, 15030]","[18011, 25721, 28067, 28984, 33027]",1,1
8795,"[30112, 5878, 7407, 35708, 37234, 13117, 40666, 15318]","[19059, 25301, 29288, 30112, 30722, 31361, 32172, 35708, 37234, 40666]",1,1
5349,"[1625, 2135, 2140, 2934, 4815, 38055, 17207]","[19902, 20802, 21184, 23568, 25257, 30817, 38055, 40194, 41437, 41441, 42194, 42341]",1,1
1438,"[18634, 343, 3176, 3591, 4042, 7229]","[18174, 18634, 20321, 20955, 20971, 20987, 21761, 21940, 23122, 23632, 23754, 24031, 25084, 25791, 26098, 26178, 26211, 26298, 26451, 26541, 27077, 27179, 28842, 29735, 29784, 30900, 31496, 31775, 31787, 32144, 32154, 32634, 32757, 33390, 34021, 34386, 34543, 34719, 35067, 36211, 36308, 36428, 36511, 37193, 37264, 39130, 40192, 40251]",1,1
2374,"[498, 2823, 11540, 13732, 17095]","[18503, 24768, 30350, 34675, 35007, 40464]",1,1
7396,"[3045, 5448, 6479, 6482, 8537, 12477]","[19694, 21570, 27422, 35087, 42246]",1,1
4595,"[1248, 3397, 3569, 29569, 13793]","[21699, 29569, 34877, 36043, 39794]",0,1
5863,"[1879, 1912, 2017, 2048, 5098, 5131, 7383]","[18852, 19111, 21604, 22060, 27713, 28442, 29591]",1,1
5716,"[1804, 3000, 5054, 9368, 9934, 10980, 15207]","[18052, 18198, 30065, 34061, 37557, 37559]",0,1
10158,"[7229, 35705, 38507, 39798, 15030]","[19338, 35705, 38507, 39798, 42421]",1,1
6469,"[2293, 3254, 4261, 4972, 33268, 7385, 9335, 12178]","[19696, 27521, 33268, 38536, 41971]",1,1
1407,"[248, 5279, 6258, 6550, 8835]","[20594, 21584, 22973, 23759, 24247, 24926, 25182, 25400, 30330, 32816, 35333, 36351, 36399, 36403, 36485, 39596, 40995]",0,1
3971,"[1000, 1954, 2009, 2427, 2756, 3127, 3366, 3367, 4617, 5847, 6137, 6336, 8154, 8407, 10738, 10900, 11141, 11503, 11855, 11857, 12813, 12817, 13183, 13754, 15502, 16141, 16953, 17332]","[18037, 21238, 31997, 36837, 39441, 40277]",0,1
2709,"[19337, 738, 22080, 3135, 5209, 6166, 6303, 34308, 36961, 12726, 16360, 16834, 17433]","[19337, 22080, 33833, 34308, 36961]",1,1
7181,"[2835, 3805, 4561, 4799, 8509, 8719, 9105, 9332, 10164, 10371, 11367, 11489, 11494, 11503, 11621, 12595, 15629]","[22530, 22676, 24688, 27364, 32688, 36702, 40598]",1,1
4190,"[1067, 1258, 24226, 28646, 4444, 17768]","[20248, 22312, 24226, 28646, 30149, 33619, 40948]",1,1
6385,"[23811, 26223, 3304, 5386, 11698]","[21982, 23811, 26223, 26902, 29135]",1,1
3406,"[790, 4584, 4586, 8348, 9335, 13358, 14132]","[34079, 39332, 40442, 41949, 42346]",1,1
4958,"[1421, 1667, 1883, 2231, 3106, 28032, 33461, 8060, 8176, 8269, 8523, 8525, 8565, 8572, 8629, 10798, 10907, 11503, 13189, 14825, 16967, 17353]","[19754, 19822, 20092, 24340, 27508, 28032, 31917, 33461, 36464]",1,1
422,"[71, 72, 211, 328, 19132, 554, 19393, 679, 876, 1136, 2686, 3093, 3473, 4057, 4746, 5166, 5385, 5943, 7141, 36478, 8920, 9007, 9422, 9423, 9997, 12407, 12933, 12958, 13079, 13303, 13756, 14851, 15067, 15183, 16706]","[18565, 19132, 19350, 19393, 36478, 39744]",1,1
2727,"[587, 1145, 6570, 8745, 9066, 10182, 14976]","[18387, 19712, 20572, 20763, 22302, 25168, 25669, 25751, 26092, 27100, 27594, 27958, 28014, 28043, 29288, 30935, 31422, 32684, 32688, 34176, 35033]",0,1
4517,"[1198, 1607, 1686, 2511, 3251, 13335]","[18287, 18607, 18925, 20628, 21308, 23297, 23301, 23496, 24817, 26014, 26052, 26056, 27958, 28043, 29759, 30710, 33061, 33224, 34025, 35267, 36485, 39961, 40361, 40363]",0,1
1785,"[341, 1666, 4920, 40566, 15430]","[19596, 27453, 31167, 38229, 40566]",0,1
3276,"[744, 1641, 3270, 6593, 15029]","[23910, 26623, 29940, 39115, 39119, 40015]",0,1
4332,"[1131, 2527, 7920, 11538, 12681, 13825]","[18678, 22688, 23453, 24127, 25659, 27019, 27392, 30935, 31027, 31298, 32168, 34212, 36599, 37748, 38068, 38368, 39059, 39283]",0,1
5508,"[1712, 6406, 36965, 38287, 10986, 14100, 14285]","[21732, 27334, 29497, 34903, 36965, 38287]",0,1
2452,"[521, 22471, 2342, 3593, 6449, 6873, 9885, 15206, 15621, 16278, 17474]","[21401, 22471, 26004, 29280, 33887]",0,1
3361,"[777, 27630, 8201, 9162, 14914, 14994]","[19107, 19125, 20479, 25247, 27630, 29644, 29680, 31273, 36664, 36841, 37728, 37758, 41468, 41726]",0,1
1386,"[242, 836, 3011, 6581, 7286]","[25737, 26112, 27035, 27041, 28862, 29481, 29813, 34378, 34560, 35787, 41979]",0,1
3037,"[19428, 1072, 4871, 35768, 9991]","[18923, 19323, 19428, 19918, 20971, 21362, 21715, 23918, 27237, 27308, 27605, 34027, 34787, 35768, 41781]",0,1
4632,"[1265, 5540, 34559, 8307, 37466]","[22117, 34559, 37466, 38498, 38769]",1,1
2825,"[19362, 2484, 2683, 3711, 4237, 4245, 5313, 8158, 8289]","[18089, 18842, 19362, 20807, 22391, 27655, 29179, 29342, 30388, 33698, 34940, 35051, 36851, 38687, 38797, 39115]",1,1
404,"[18115, 149, 7541, 8413, 12540, 12880]","[18115, 20630, 31115, 34889, 40556]",0,1
1830,"[353, 1629, 1637, 2607, 24788, 3266, 4728, 6354, 36478, 8776, 9251, 37394]","[19068, 19245, 19696, 23640, 23887, 24160, 24788, 26066, 28502, 30586, 36478, 37394]",0,1
56,"[14, 678, 21885, 1691, 2766, 3466, 4456, 4528, 6454, 6603, 8386, 36065, 9020, 9926, 10308, 11688, 12565, 12988, 14162, 14169, 14550, 16282, 16454, 16456, 16966, 17115, 17774, 17862, 17937, 17938]","[18037, 18535, 18793, 18983, 19483, 20288, 21781, 21885, 23391, 24926, 25273, 31741, 32327, 32688, 34613, 36065, 40431, 41576, 41734, 41779, 42156, 42244, 42254, 42262, 42272, 42305, 42321, 42356, 42421, 42439]",1,1
1643,"[312, 22479, 3883, 30228, 31166, 36219, 36220]","[20957, 21728, 22479, 25707, 29767, 30228, 30272, 31166, 32343, 36219, 36220, 38374, 39504]",0,1
7114,"[2787, 3665, 7584, 11944, 16355]","[23134, 28611, 29517, 31897, 31903, 35706, 36487, 38710]",1,1
5066,"[21811, 1942, 3176, 4033, 8692, 12417]","[18444, 18637, 20987, 21811, 22081, 22214, 22495, 23493, 23606, 25831, 26914, 27703, 27832, 28241, 29149, 30866, 30961, 30997, 31123, 32075, 32682, 34079, 34641, 34725, 34910, 38889, 38952, 39788, 40103, 41949]",1,1
6222,"[23646, 3096, 4449, 30227, 4838, 7352, 12500]","[23646, 24204, 26824, 30227, 34400]",0,1
6412,"[2246, 2268, 2768, 4865, 6672, 7885, 35746, 14813]","[20408, 20725, 21791, 21975, 25809, 35279, 35746, 38924]",1,1
1387,"[243, 21917, 1576, 22873, 5131, 32481, 7906, 8677, 9998]","[18327, 18339, 21917, 22873, 24520, 26619, 27665, 32138, 32481, 36851, 37014, 38107]",1,1
5239,"[22080, 4198, 7722, 8296, 9281, 12610, 12843]","[19704, 22080, 24037, 26804, 28292, 28910, 29294, 29690, 30650, 39756]",0,1
2063,"[414, 1213, 4833, 12209, 13728, 42104]","[18479, 33315, 33997, 39036, 42104]",0,1
393,"[66, 27630, 4008, 33722, 7282, 12224, 12916]","[20489, 25497, 27630, 30412, 33722]",0,1
1251,"[214, 2685, 27632, 38265, 10915]","[23050, 25811, 27632, 34081, 38265]",0,1
4080,"[1036, 4655, 4988, 33065, 12501, 13775]","[18001, 22105, 24436, 31937, 33065, 40097]",0,1
3190,"[19505, 26208, 34559, 7332, 11067, 13938]","[19505, 26208, 34559, 36845, 39738]",1,1
10333,"[7812, 8592, 9540, 10010, 11887, 12019]","[21401, 23365, 24308, 26052, 26158, 26178, 26804, 28014, 32033, 33789, 35033, 35766, 36211, 39754]",0,1
3939,"[20531, 1195, 1202, 1203, 3966, 8729]","[19197, 20531, 31241, 31741, 34229, 34555, 35670, 37833, 39248, 39842, 39884, 40431, 40808, 40866, 41023, 41373, 41763, 42030, 42115, 42254, 42400]",1,1
7890,"[3581, 4848, 31668, 5659, 6145, 6320]","[25495, 29815, 31668, 32123, 34067, 36274, 38867]",0,1
482,"[76, 18994, 2094, 2406, 27630, 34534, 8416, 12491]","[18994, 27630, 32275, 34534, 34948, 36383]",0,1
3370,"[781, 5270, 8768, 12481, 39612, 14073, 15572]","[20138, 20981, 33348, 36539, 37618, 39612]",0,1
651,"[105, 478, 838, 1635, 1665, 4274, 5612, 9621, 9656, 12914, 15543]","[19371, 24597, 33153, 33565, 36946]",1,1
2198,"[19088, 627, 3069, 8833, 9194, 9298]","[19088, 19536, 19544, 19780, 20202, 21026, 21206, 21348, 21709, 21883, 22499, 22967, 23385, 24152, 26567, 27887, 28458, 28778, 29447, 31681, 31687, 31705, 31831, 33669, 34200, 34225, 34231, 37312]",1,1
3851,"[944, 5778, 8876, 38055, 11645]","[22648, 34557, 38055, 39814, 41734, 41907, 42036, 42077, 42194, 42230, 42254, 42382]",1,1
3957,"[998, 1397, 2774, 2800, 11018, 12559]","[18584, 20598, 22646, 22965, 23323, 24548, 24740, 26631, 27792, 27870, 28193, 28673, 29481, 30656, 32763, 33082, 33799, 34796, 35589, 36865, 39938, 40677]",0,1
4580,"[21367, 1927, 2148, 2511, 3666, 5030, 5157, 6198, 6916, 6919, 7188, 7691, 8641, 9420, 9932, 9993, 10387, 11936, 39387, 13077, 13261, 14069]","[21367, 23695, 27538, 32688, 38177, 39387]",1,1
1259,"[214, 18880, 1498, 2084, 6041, 6446, 6832, 6926, 7233, 8013, 35746, 8396, 8814, 38055, 38264, 12565, 14257, 16579, 17289, 17300]","[18880, 20628, 21170, 23190, 23932, 24270, 24510, 25156, 25813, 26830, 26856, 29564, 30404, 30471, 30566, 30779, 32296, 32308, 32995, 33193, 34851, 35550, 35746, 35797, 36462, 38055, 38066, 38264, 38795, 39650, 39734, 40035, 40480, 41930]",0,1
1258,"[214, 27262, 5503, 6350, 8942, 38265]","[18148, 19152, 19255, 19371, 22660, 23237, 23707, 27262, 27316, 28334, 28566, 29201, 30878, 33295, 35696, 36159, 36442, 36938, 38265]",1,1
3863,"[20412, 28606, 5039, 6312, 9636, 9870]","[20412, 26122, 26822, 28606, 29417, 36053, 38153]",1,1
2271,"[19142, 554, 3769, 34517, 9656]","[18289, 19142, 20947, 24542, 26257, 34353, 34482, 34517]",1,1
8021,"[3665, 6615, 37234, 11092, 13323, 15828]","[18007, 19572, 31701, 34075, 37234]",1,1
6580,"[2372, 3243, 8479, 14162, 14663]","[36361, 36559, 40671, 41924, 41949, 42341]",1,1
5322,"[1618, 3890, 9266, 14079, 15678]","[18369, 27553, 29453, 38233, 39242, 41516, 41716]",0,1
4664,"[1285, 1959, 2072, 2835, 4818, 5256, 9143, 11606, 11782, 11784, 12733, 13304]","[19400, 23176, 30398, 39788, 40097]",0,1
617,"[101, 590, 1290, 2492, 3856, 5036, 7917, 38425, 12200, 41653]","[18738, 23231, 26447, 27267, 38425, 41653]",1,1
1850,"[357, 2345, 3705, 9406, 17937]","[18637, 24839, 25027, 30135, 30793, 33078, 34369, 35247, 36553, 39248, 39526, 40431, 41035, 41883, 42421, 42439]",0,1
3393,"[787, 1589, 1623, 5991, 9866, 37962]","[21182, 24627, 28498, 36274, 37962]",1,1
3674,"[873, 1175, 5755, 6060, 6063, 14118]","[21887, 22499, 25593, 26328, 28984, 29041]",0,1
940,"[168, 561, 29362, 5025, 6446]","[26184, 29362, 34099, 35817, 38530, 39738]",1,1
2268,"[19142, 19143, 19448, 2097, 5643, 6159, 7209, 34804, 7479, 9927, 10186, 11375, 12479, 13244, 14851, 40980, 17497]","[19142, 19143, 19448, 34804, 40980]",1,1
821,"[149, 21684, 1544, 1883, 23907, 4360, 4924, 12188, 14118, 15018]","[21348, 21684, 23907, 25265, 34233]",0,1
948,"[168, 730, 834, 21814, 2005, 2836, 3387, 38055, 12565]","[19548, 20288, 21801, 21814, 22385, 26324, 38055, 38952]",0,1
5085,"[1502, 3444, 29720, 5812, 38055]","[18369, 20052, 29720, 36373, 38055, 38946, 39683, 41957, 42166, 42346, 42366]",1,1
1229,"[214, 472, 690, 2422, 2597, 26232, 3524, 3824, 5081, 6196, 9331, 9643, 11749]","[19086, 19367, 24150, 26232, 28984, 30562, 31683, 32327, 32785, 36371, 36507, 37578, 38304, 41360, 41472, 41516, 41676, 42346, 42366]",1,1
5580,"[1749, 2384, 4972, 5303, 12221, 12779, 13960, 14071, 14800]","[20572, 21336, 22544, 22648, 28500, 29527, 30316, 34963, 35475, 42343]",0,1
1957,"[393, 23618, 5113, 6223, 6554, 33687, 35708, 10802, 11348, 12392, 39496, 14554, 16497, 16524, 17197]","[22716, 23618, 28390, 33687, 35708, 36055, 39208, 39496]",1,1
2438,"[518, 523, 997, 1323, 2172, 2183, 2992, 2999, 5408, 5568, 5820, 6879, 15355, 15570]","[25721, 25723, 28275, 28552, 34033, 34661, 37292]",0,1
667,"[111, 3238, 5401, 10128, 39798]","[18414, 20743, 22825, 25076, 28235, 39798]",0,1
124,"[20, 8004, 9416, 14435, 16727, 17675]","[19870, 41807, 41883, 42186, 42305, 42398, 42400, 42441]",1,1
2535,"[533, 21885, 35746, 10728, 39625, 13163, 39863]","[19295, 21885, 22117, 23895, 35746, 39625, 39863, 40782]",0,1
2903,"[617, 1429, 2013, 3567, 27634, 3655, 3960, 4769, 4973, 5476, 6094, 6170, 9625, 10291, 10688, 10764, 11017, 11829, 15347, 15685, 17008]","[23527, 27634, 29725, 30489, 31225]",1,1
20,"[3, 414, 1319, 21981, 2183, 2386, 2387, 2399, 3280, 3888, 4033, 4329, 4464, 4642, 4930, 5325, 5494, 5962, 33497, 6921, 7382, 7405, 36220, 8642, 9098, 9159, 9924, 38388, 13851, 15068]","[18079, 18578, 19178, 19299, 19710, 19902, 19992, 20230, 20244, 20315, 20485, 20729, 20860, 21370, 21956, 21981, 22101, 22162, 22172, 22467, 22698, 22955, 23005, 23351, 23457, 23602, 23638, 23836, 23838, 23887, 24006, 24057, 24659, 24744, 24831, 24839, 24848, 24851, 24938, 25055, 25072, 25261, 25358, 25495, 25533, 25640, 26040, 26132, 26192, 26736, 26778, 27181, 27237, 27774, 27808, 27973, 28185, 28818, 29350, 29562, 29609, 29790, 29908, 30208, 30362, 30364, 30467, 30471, 30716, 30819, 30914, 31027, 31263, 32311, 32494, 32810, 32860, 32920, 33171, 33390, 33497, 33631, 33979, 34170, 34202, 34725, 35093, 35191, 35247, 35307, 35420, 35599, 35839, 35958, 36220, 36371, 36462, 36561, 36696, 37147, 37612, 37816, 38011, 38384, 38388, 38512, 38647, 38793, 39683, 39808, 40025, 40313, 40329, 40981, 40983, 41009, 41021, 41171, 41205, 41431, 41973, 41975, 41983, 42036, 42053, 42174, 42284, 42380]",0,1
1478,"[273, 367, 2702, 14681, 15971, 16682]","[21397, 24950, 28623, 32554, 36442, 40679, 42010]",1,1
1616,"[304, 308, 525, 848, 5851, 6395, 8509, 17089]","[19174, 22293, 24706, 29453, 30133, 30969, 31771, 36312, 38003, 39812, 41065, 41329, 41373, 41472, 42085]",0,1
511,"[78, 19393, 5151, 34907, 40980]","[19393, 23207, 25691, 26591, 32358, 34907, 35225, 40980]",0,1
5996,"[1968, 2146, 2700, 5094, 10308]","[20433, 33977, 35393, 36061, 37596]",0,1
1676,"[18820, 19132, 1842, 8509, 12479]","[18820, 19132, 20630, 24899, 27136, 31476, 39578, 41205, 41225]",0,1
1196,"[211, 18819, 32454, 8818, 14047]","[18819, 19596, 20242, 23887, 25521, 32454]",1,1
370,"[60, 525, 4215, 4476, 13728]","[19213, 31450, 34229, 39111, 41023]",1,1
5281,"[22109, 4652, 5292, 9792, 38507]","[19604, 20058, 20321, 20578, 20973, 21238, 21805, 22109, 24326, 24987, 25236, 26623, 27697, 28682, 29481, 29648, 31175, 32192, 32741, 33567, 34693, 36121, 37533, 38507]",1,1
1686,"[18821, 20041, 3066, 26225, 3799, 3881, 4664, 4732, 32066, 6043, 7159, 7919, 9339]","[18231, 18335, 18821, 20041, 21672, 25007, 25968, 26225, 28486, 30461, 30991, 32066, 34412, 36692, 39155, 41486]",1,1
10375,"[7997, 9927, 12615, 16713, 17398]","[21020, 25118, 37441, 38873, 40297]",0,1
3858,"[950, 1136, 2207, 9897, 10742, 10898, 11910, 15415, 17061]","[20897, 25640, 29630, 34206, 39499, 42144]",0,1
7245,"[2904, 4449, 30228, 34533, 34534, 8236, 8416, 9033, 11698, 15141]","[19922, 20325, 21269, 22056, 23574, 24381, 25062, 26391, 26419, 29405, 29832, 30228, 34248, 34533, 34534, 34961, 37067, 40141, 40552, 41869]",1,1
3250,"[735, 910, 5419, 5838, 14218]","[23523, 25076, 25894, 27992, 28115, 30692, 31003, 34093]",0,1
457,"[72, 209, 2746, 5432, 36478, 36479, 38830, 16317]","[25146, 26541, 36086, 36478, 36479, 38830, 40005]",0,1
2229,"[19098, 19132, 1090, 22080, 7455]","[19098, 19132, 19315, 22080, 23838, 26359]",0,1
4252,"[1099, 2674, 2934, 38265, 38507, 39864]","[19065, 19365, 20872, 20971, 22794, 22868, 23608, 27179, 27963, 30262, 30650, 31448, 31983, 33763, 36827, 38265, 38507, 38512, 39864]",1,1
3508,"[20039, 22109, 2279, 2799, 3280, 3731, 4301, 5386, 6603, 7924, 10110, 10725, 10791]","[19379, 20039, 21930, 22109, 25968, 26645, 26649, 29131, 30366, 31125, 34384, 36043]",0,1
1585,"[296, 610, 1198, 2794, 2943, 3381, 29008, 29009, 4670, 5177, 5465, 7407, 15564]","[18218, 21284, 23912, 24237, 27162, 29008, 29009, 29894, 30220, 31051, 31524, 32664, 32812, 34667, 37012, 37477, 40492]",0,1
2566,"[540, 6911, 8038, 10293, 17061]","[20824, 24809, 24926, 25571, 28374, 33937, 39433, 40498]",0,1
7632,"[3280, 29769, 4816, 35746, 8263, 9299, 14321]","[18365, 20785, 23417, 24607, 29769, 35746]",1,1
550,"[87, 2027, 2285, 8474, 9093, 38055, 10904, 16782, 16966, 17828, 17925]","[30135, 30288, 31741, 35241, 38011, 38055, 39332, 40591, 40946, 41472, 41512, 41576, 42356]",1,1
6398,"[2237, 3401, 4132, 8409, 36478, 10219, 11493, 12225, 12980]","[19174, 30888, 33658, 33901, 34047, 35059, 36478, 39608]",1,1
3301,"[758, 8179, 35962, 8366, 8388, 8728, 9988, 10563, 13704, 15375, 16398, 17309]","[19235, 19460, 24848, 32785, 35962, 39979, 40051, 40131, 41498, 41981]",0,1
1118,"[199, 18819, 437, 479, 762, 1928, 2683, 3417, 3884, 6044, 35083, 8640, 8641, 14217, 15543, 41855]","[18819, 23940, 35083, 39806, 41855, 41989]",1,1
457,"[72, 209, 2746, 5432, 36478, 36479, 38830, 16317]","[25146, 26541, 36086, 36478, 36479, 38830, 40005]",1,1
55,"[14, 20734, 1561, 2183, 30788, 31222, 9101, 12219]","[20734, 24318, 27776, 30788, 31222]",0,1
338,"[59, 226, 1804, 22982, 24850, 3882, 32716, 6944, 8264, 36965, 37962, 38264, 15718]","[22982, 24850, 32716, 36965, 37076, 37962, 38264, 38585, 40675]",0,1
3619,"[855, 2683, 3167, 3447, 3498]","[22064, 22716, 22794, 31634, 36827, 41468]",0,1
3233,"[729, 802, 1031, 1480, 1805, 10731, 11645]","[18283, 18287, 18339, 18650, 18868, 19702, 20373, 21092, 21490, 22020, 22089, 22178, 22548, 23098, 23255, 23351, 23357, 23686, 24397, 25344, 25444, 25448, 25450, 25829, 25865, 26513, 26581, 26894, 27203, 27237, 27376, 27394, 27426, 27754, 28490, 28798, 28806, 28904, 29235, 29550, 31043, 31182, 31739, 31853, 31907, 32092, 32121, 32432, 32812, 33133, 33891, 34123, 34345, 34414, 34737, 34942, 34989, 35307, 35348, 35777, 35823, 35903, 36113, 36399, 36458, 36509, 36658, 36816, 37477, 37874, 38217, 38485, 38637, 38718, 38968, 39128, 39709, 40585, 41209, 41305, 41313, 41488, 41899, 42236]",1,1
262,"[44, 1306, 1407, 1637, 2315, 2484, 3176, 3668, 3690, 5177, 6368, 7697]","[18079, 22973, 23213, 23761, 23765, 24031, 24067, 25988, 26172, 26192, 27158, 27703, 28169, 28826, 29300, 29415, 31365, 31787, 32033, 34553, 35766, 35811, 36714, 38338, 39344, 39548, 40526, 40656, 40804, 41383]",0,1
6412,"[2246, 2268, 2768, 4865, 6672, 7885, 35746, 14813]","[20408, 20725, 21791, 21975, 25809, 35279, 35746, 38924]",0,1
332,"[56, 2848, 35083, 36972, 39863]","[24176, 24629, 35083, 36972, 37833, 39863]",0,1
947,"[168, 789, 1319, 3322, 4126, 9123, 17522]","[27233, 30467, 30512, 32296, 38062, 38064, 40654, 41338, 41643]",0,1
2246,"[19129, 1860, 3500, 5532, 13258]","[19129, 22345, 25364, 32110, 33708]",0,1
766,"[137, 2815, 5162, 10301, 10903, 11090, 15318]","[20234, 25289, 27840, 30807, 33098, 36686]",1,1
1046,"[184, 194, 3481, 4456, 4460, 7347, 8200]","[19730, 29481, 29731, 29946, 36121, 39010, 40866]",0,1
278,"[45, 150, 168, 480, 19429, 1497, 2342, 2352, 2569, 2659, 3812, 4324, 5701, 6500, 6983, 34241, 35431, 8686, 8687, 10033, 37762, 10689, 38377, 12581, 12649, 13235, 15620, 16524, 16759]","[19429, 19468, 22714, 22716, 23754, 26004, 28390, 30617, 31192, 34241, 35431, 37762, 38377]",1,1
713,"[126, 819, 2172, 4905, 5096, 10637]","[17957, 18162, 19285, 20363, 20371, 20679, 20885, 21427, 21954, 22192, 22973, 23217, 23333, 23606, 23680, 24008, 24807, 25362, 25910, 27150, 27655, 27802, 27998, 28002, 28422, 28798, 29247, 29815, 30198, 30362, 32238, 32698, 33005, 33252, 34083, 34222, 34621, 34942, 35307, 35319, 35364, 36145, 36185, 39356, 39944, 41241]",1,1
6218,"[2107, 2569, 3052, 7289, 10033, 15245, 16513, 16544]","[18283, 18607, 18834, 26776, 27854, 28500, 29233, 30272, 30714, 32826, 33765, 34378, 36280, 36448, 38344, 40585]",0,1
7258,"[2908, 3665, 7440, 7959, 36359, 9021, 15388]","[17977, 31159, 33549, 35097, 36359, 38591, 41205]",1,1
