user_id,seq_d1,seq_d2,domain_id
218850,"[63950, 37054, 1032, 784, 34]","[66799, 103272, 549, 25, 1247, 1041, 1414, 1989]",1
122940,"[49457, 231, 3102, 850, 408, 951, 18, 2449, 2993, 1323, 321, 261, 22737]","[108619, 23, 77416, 1063, 708]",0
238163,"[63211, 39, 726, 36041, 744]","[4789, 63, 25, 95799, 352, 130]",1
21670,"[39330, 53, 1011, 34, 265, 12167, 255, 1318]","[107068, 25, 208, 808, 546, 47]",0
143067,"[62952, 712, 1267, 36442, 34, 334, 30]","[64709, 94384, 1083, 699, 25, 1, 771, 579, 40, 288, 1483, 522, 14, 1604, 376, 2]",1
12037,"[38367, 231, 38, 11434, 51]","[106902, 14, 1580, 352, 594, 74792, 572, 584, 553]",0
56058,"[42769, 15605, 45, 231, 428]","[107669, 76474, 104, 719, 353, 886]",0
108823,"[63041, 35872, 34, 18, 430, 905]","[72472, 675, 40, 1436, 94802]",1
90224,"[46185, 500, 581, 348, 395, 38]","[108175, 271, 290, 161, 76065, 122]",0
147494,"[63307, 508, 36138, 2037, 674]","[5659, 96669, 352, 838, 104, 454]",1
50080,"[62047, 410, 752, 50, 1201, 1889, 483, 278, 271, 1835]","[117011, 40, 395, 122, 314, 84898, 726, 21, 352, 584, 306, 765]",1
40356,"[41199, 1000, 309, 231, 1889, 1191, 14199, 1876, 19]","[107394, 579, 75284, 308, 102, 709]",0
115272,"[48690, 1011, 634, 22061, 209, 629, 748, 85]","[108519, 723, 40, 76876, 1259, 891]",0
39370,"[41100, 18, 798, 13937, 286]","[107375, 40, 702, 894, 579, 6]",0
56999,"[62173, 60, 35004, 129, 68, 1362, 51, 1889, 67, 82]","[118181, 86069, 1275, 559, 1345]",1
22250,"[61641, 1317, 581, 51, 825, 34471]","[113193, 469, 7, 145, 951, 637]",1
180207,"[63755, 468, 474, 36585, 751, 1267]","[64892, 104, 10, 1164, 344, 719]",1
117777,"[62914, 85, 309, 1414, 401, 35744]","[71536, 93378, 448, 271, 515]",1
118666,"[49030, 578, 1267, 596, 21938, 712]","[108564, 745, 352, 583, 475, 25, 579, 76663, 515]",0
117249,"[48888, 501, 85, 1058, 18, 740, 1267]","[108546, 40, 6, 76800, 87, 454, 749, 352]",0
33550,"[61797, 30, 39, 34627, 20]","[114669, 579, 1038, 352, 83384, 111, 334, 549, 2115, 751, 298, 1601]",1
91204,"[46283, 522, 580, 18, 775, 729, 51, 134, 228, 82]","[108187, 1881, 1, 622, 102]",0
231542,"[60317, 33148, 1587, 469, 504]","[109685, 773, 77573, 602, 583, 921]",0
4856,"[63797, 36737, 760, 85, 962]","[65316, 793, 1063, 102365, 40]",1
126682,"[61988, 295, 34818, 775, 607]","[116482, 378, 583, 910, 102, 590, 500]",1
69193,"[62324, 106, 45, 1120, 2490, 19, 581]","[119632, 40, 6, 88191, 607]",1
84907,"[62051, 53, 35612, 19, 30, 1177, 939, 34, 608]","[117056, 763, 85927, 1007, 670, 23, 971, 637, 41]",1
211064,"[63766, 1308, 231, 36596, 1372]","[65007, 352, 47, 40, 1354, 6]",1
78233,"[62427, 493, 381, 651, 1889, 581, 627, 35367]","[120651, 319, 88539, 102, 1045, 583, 954, 25, 9, 1697, 939, 741]",1
48269,"[41990, 38, 15759, 1159, 1353]","[107530, 970, 21, 603, 887, 76157, 582, 1514, 47]",0
68621,"[44025, 19, 18, 261, 85, 424, 45]","[107865, 1589, 769, 598, 1031, 838, 28]",0
73433,"[62376, 39, 18, 581, 231, 35517]","[120151, 876, 474, 1796, 1098, 122]",1
145993,"[51762, 614, 24941, 85, 1592, 828]","[108916, 373, 594, 895, 271, 77677]",0
14251,"[38588, 11425, 93, 581, 357, 860, 2669, 1058, 120, 381, 2170, 231]","[106941, 473, 1080, 104, 1397, 295, 74845, 402, 830, 873]",0
141459,"[51309, 861, 169, 385, 45, 1889]","[108863, 104, 76752, 432, 352, 792]",0
204839,"[57647, 18, 39, 458, 782, 34]","[109487, 40, 923, 745, 601]",0
120039,"[62942, 36256, 75, 435, 1943]","[71531, 471, 25, 47, 461, 93560, 1145, 1033, 454]",1
204163,"[64267, 1436, 37363, 769, 238, 2531, 1390]","[70287, 838, 792, 2557, 352, 249]",1
88070,"[64079, 85, 37159, 34, 92, 798]","[68160, 313, 1282, 167, 2194, 105015, 361]",1
157128,"[52876, 1009, 321, 85, 660]","[109045, 719, 822, 214, 76935, 1414]",0
176244,"[63629, 61, 20, 1121, 841, 18]","[8845, 454, 579, 706, 195, 1044, 927]",1
187585,"[55922, 581, 856, 45, 1889]","[109349, 1748, 77237, 418, 664]",0
88091,"[45972, 381, 34, 231, 77, 18808, 689]","[108144, 579, 108, 900, 122, 306, 76516, 1105, 850, 584]",0
49236,"[42087, 19, 581, 45, 14923]","[107546, 783, 579, 824, 584]",0
43523,"[61940, 34913, 904, 1798, 742, 987, 261, 905]","[116029, 776, 352, 40, 495, 838]",1
43732,"[61944, 35189, 34, 1443, 231, 1878]","[116062, 838, 84209, 262, 1405]",1
69198,"[44083, 2160, 2582, 16919, 1267, 20]","[107875, 683, 75765, 1, 575]",0
51028,"[42266, 45, 51, 297, 1177]","[107577, 1245, 352, 701, 6]",0
180583,"[62009, 1878, 35416, 1889, 1394]","[116651, 1035, 851, 477, 961, 84538]",1
144734,"[63276, 693, 952, 82, 2125, 1048, 2452, 380, 36880, 45]","[5356, 498, 298, 96368, 828, 32]",1
29116,"[61730, 34560, 300, 578, 18, 1256]","[114083, 1037, 167, 313, 2595, 584, 122, 1016, 525]",1
60984,"[62223, 357, 1878, 53, 65, 679, 633, 35054, 647, 1147, 784, 122]","[118660, 828, 343, 594, 617, 1051, 578]",1
182214,"[55384, 1056, 1135, 1203, 908, 1034, 29047, 1342, 3527, 938, 1027]","[109298, 104, 25, 427, 583, 720, 579, 838, 47, 921, 228, 2720]",0
122847,"[63481, 357, 231, 670, 36311, 65, 370, 661]","[7358, 98456, 6, 454, 579, 838, 40]",1
122940,"[62251, 550, 553, 545, 231, 589, 3102, 261, 756, 2339, 2819, 20, 555]","[118937, 87132, 822, 352, 838]",1
161975,"[62047, 598, 401, 34878, 85, 345]","[117012, 3648, 2880, 85691, 25, 49, 102, 17, 2, 6, 656, 195]",1
218130,"[64095, 37137, 1758, 647, 1194]","[68350, 167, 1, 1764, 890, 6, 271, 412, 579]",1
63988,"[62260, 1889, 1001, 34, 1256]","[119020, 352, 454, 89, 469, 87566, 1417, 1548, 40, 586, 21]",1
73549,"[44518, 17354, 580, 34, 929, 38]","[107935, 63, 1640, 76463, 838]",0
139579,"[51121, 493, 19, 18, 506, 2239, 984]","[108838, 632, 77098, 552, 765]",0
125704,"[62747, 1267, 592, 35577, 847, 832]","[72219, 91493, 40, 579, 765]",1
6209,"[37784, 1152, 11328, 729, 525]","[106793, 1191, 747, 395, 102]",0
66142,"[61930, 288, 725, 85, 19]","[115929, 83817, 579, 409, 583, 40, 3640, 799]",1
25236,"[61681, 35354, 1889, 2818, 766, 261]","[113583, 25, 81470, 1049, 1, 275, 579]",1
166870,"[61335, 931, 18, 1096, 50, 1646, 34165, 453, 240]","[110297, 2, 579, 352, 583]",1
99396,"[47103, 408, 19938, 231, 927]","[108297, 622, 609, 407, 260, 862, 76330, 970]",0
202879,"[64188, 231, 37534, 18, 1017]","[69399, 122, 40, 1728, 352, 1, 579, 454, 569]",1
184384,"[55601, 45, 28637, 951, 18, 2886]","[109316, 306, 785, 340, 2, 77204, 455, 198, 920, 1951, 197, 167]",0
70946,"[44258, 231, 581, 578, 17094, 823, 679]","[107900, 21, 1310, 104, 25, 203, 563, 1221, 1114]",0
210728,"[63222, 36053, 281, 1507, 729, 462]","[4895, 1181, 2636, 95905, 2126]",1
30399,"[63650, 889, 36480, 1135, 606]","[64743, 172, 100075, 709, 811, 102, 594]",1
205793,"[57742, 200, 1889, 683, 20]","[109494, 729, 19, 2457, 969, 1103, 909, 1035, 191, 1017, 751]",0
15725,"[38736, 231, 1546, 18, 634]","[106967, 809, 104, 1508, 352, 584, 313]",0
150296,"[52193, 969, 60, 843, 658, 581, 25027]","[108974, 1048, 40, 76889, 6, 104, 1020]",0
4248,"[61397, 454, 1248, 276, 231, 987, 559]","[110890, 853, 487, 1776, 6]",1
17264,"[62424, 1297, 35606, 155, 85, 2730, 1033, 30, 481, 34]","[120621, 621, 352, 3, 244, 583, 139, 641, 88675, 3348]",1
89185,"[62766, 106, 853, 1721, 35701, 34]","[72490, 91679, 927, 646, 719, 128, 41, 102, 171, 1043, 1031]",1
19658,"[39129, 12870, 30, 937, 18]","[107034, 579, 74925, 1123, 40, 976]",0
37346,"[61850, 45, 34681, 768, 578]","[115188, 352, 1194, 83499, 504, 838, 102, 771]",1
226599,"[64193, 103, 37518, 548, 354]","[69446, 415, 1029, 2262, 104]",1
145549,"[51718, 91, 581, 24552, 471, 39]","[108911, 1, 522, 547, 6, 76801, 666, 579]",0
50545,"[62053, 34966, 690, 518, 38]","[117070, 2393, 1209, 1203, 590, 2553, 21, 584]",1
208934,"[63997, 330, 581, 36828, 372, 28]","[67255, 584, 167, 143, 583, 2222]",1
92769,"[46440, 2075, 30, 19373, 50, 102, 868]","[108208, 792, 1061, 353, 76700, 445, 25, 2, 110]",0
155893,"[63609, 1194, 19, 37145, 72, 990, 18, 459]","[8643, 99653, 598, 567, 1132]",1
151172,"[52280, 853, 921, 613, 231]","[108984, 40, 1249, 21, 6, 76873, 1043, 694]",0
216065,"[58770, 979, 1081, 397, 371]","[109578, 1431, 1193, 998, 77467, 454]",0
37501,"[64247, 37460, 19, 718, 51, 45, 447]","[70038, 2018, 25, 2, 122, 768, 122, 106432]",1
101926,"[47356, 21178, 458, 93, 770, 357]","[108330, 2, 76220, 807, 600, 1051, 3, 21, 765]",0
213621,"[58525, 231, 1019, 39, 18]","[109559, 579, 102, 25, 1881]",0
115173,"[48680, 18, 1094, 1351, 1188, 533, 30, 734, 21676, 260, 662, 210, 601, 940, 418, 114]","[108518, 891, 523, 463, 821, 76407, 866, 470]",0
64353,"[63754, 1267, 36585, 231, 690]","[64890, 21, 636, 101022, 6]",1
103873,"[47550, 1062, 45, 82, 20870, 953]","[108358, 6, 1, 167, 352, 76248, 602, 2]",0
54546,"[42618, 38, 85, 231, 15454]","[107641, 75738, 126, 586, 87]",0
1726,"[37336, 10628, 85, 1877, 287]","[106714, 357, 454, 989, 695, 25, 1, 75485]",0
198990,"[62333, 565, 348, 35239, 259, 39]","[119724, 368, 765, 590, 584, 87, 87612, 622]",1
68319,"[43995, 1282, 16831, 1038, 527]","[107861, 353, 271, 859, 739, 1881, 76517, 167, 584]",0
50566,"[42220, 1015, 425, 1224, 15056]","[107568, 916, 47, 579, 75457, 838, 2, 353]",0
19285,"[39092, 12181, 179, 335, 85, 19, 1267, 381]","[107027, 271, 122, 582, 75568]",0
76461,"[44809, 92, 213, 30, 840]","[107977, 574, 590, 75867, 21, 6]",0
166838,"[53847, 1889, 1594, 410, 50, 1451, 27046, 1266, 34, 364, 18, 1587, 60]","[109150, 838, 505, 77039, 886]",0
77325,"[44896, 1216, 231, 648, 1256, 18450, 1366]","[107990, 75880, 7, 407, 586]",0
101837,"[47347, 2421, 82, 60, 20182, 51, 581]","[108329, 25, 500, 753, 2194, 102, 313, 353, 948, 2, 717]",0
186084,"[55771, 728, 252, 28604, 743]","[109332, 77998, 690, 853, 561, 271, 985, 454, 1453, 838, 352]",0
146924,"[63300, 36130, 19, 825, 45, 602, 779, 39]","[5598, 310, 989, 1040, 2, 3396, 96878, 2505]",1
