user_id,seq_d1,seq_d2,domain_id
51009,"[34771, 818, 2817, 10003, 2557, 615]","[58438, 12, 146, 15, 55437, 772]",0
56461,"[55075, 29843, 540, 381, 428]","[61446, 76, 931, 1220, 1600]",1
207167,"[54931, 550, 868, 504, 302, 29515]","[60473, 12, 13, 294, 57246]",1
226230,"[52293, 889, 34, 27823, 276, 231, 991]","[58717, 55966, 1518, 667, 1000]",0
142859,"[43956, 999, 85, 1430, 50, 18921, 213, 932, 197]","[58612, 55387, 1600, 770, 15, 877]",0
38125,"[54712, 1889, 3326, 29962, 1923]","[59067, 587, 352, 15, 55841]",1
103419,"[55053, 364, 51, 1266, 446, 342, 1797, 410, 29637, 85]","[61271, 623, 58392, 334, 587, 1013]",1
67678,"[54913, 1299, 381, 254, 672, 543, 29800, 3114, 58, 197]","[60358, 57451, 1697, 1390, 922]",1
168088,"[46479, 1851, 21218, 359, 351, 1594, 410]","[58650, 629, 624, 15, 55425, 2159, 2313]",0
179024,"[47573, 851, 85, 22158, 1399, 34, 1091, 50]","[58667, 2384, 358, 1612, 587, 414]",0
120438,"[54818, 1554, 60, 1049, 19]","[59756, 70, 35, 0, 284, 16, 587, 92, 4]",1
177169,"[47387, 690, 2430, 1948, 2263, 556, 2060, 848, 357, 1424, 724, 746]","[58664, 358, 56, 89, 616, 604, 361, 1612, 2589, 587, 55439]",0
103104,"[39981, 218, 18, 34, 14567, 918]","[58541, 56, 802, 1422, 15]",0
122313,"[41901, 310, 2018, 17040, 435, 360, 594, 956, 2529]","[58576, 1594, 55603, 2004, 935]",0
65707,"[54923, 29508, 148, 535, 1216, 2132, 148]","[60424, 0, 12, 70, 27, 57985, 219, 4, 587]",1
27690,"[54729, 1106, 97, 336, 93, 584, 368, 38, 29313, 824, 641]","[59169, 16, 911, 719, 12]",1
4570,"[30127, 231, 1847, 34, 4940]","[58326, 1069, 55871, 831, 744]",0
146723,"[54961, 85, 493, 953, 38]","[60655, 0, 731, 1443, 116]",1
71761,"[36846, 446, 574, 1312, 197, 1281, 11433, 695, 1442]","[58482, 1422, 358, 55257, 591, 624]",0
3980,"[54979, 3240, 1098, 90, 29564, 757, 78, 18, 1469, 1889, 218, 334]","[60771, 587, 349, 15, 462, 38]",1
92354,"[38906, 34, 13492, 2115, 82, 410, 607]","[58522, 1600, 55539, 89, 1317, 624]",0
31091,"[32779, 1002, 581, 7366, 67, 82, 51]","[58391, 13, 27, 55370, 15, 12]",0
204871,"[54868, 18, 1345, 1001, 1598, 2439, 247, 29452, 198, 410, 2112]","[60065, 15, 880, 4, 470]",1
140674,"[43738, 592, 919, 381, 19, 38, 781]","[58609, 55807, 0, 587, 752]",0
95321,"[39202, 971, 261, 14086, 321, 1202, 615, 38]","[58527, 1573, 15, 55885, 12]",0
174199,"[54945, 1594, 2004, 2069, 773, 609, 2222, 60, 183, 1002, 34, 600]","[60560, 623, 1426, 89, 57333]",1
103288,"[39999, 1193, 1290, 705, 921, 359, 72, 993, 15276, 1314, 248]","[58541, 530, 358, 1600, 624, 770, 361]",0
142837,"[55083, 78, 690, 1209, 1290]","[61512, 27, 15, 217, 58491]",1
49210,"[34591, 446, 9387, 359, 1180, 1587, 1214, 109, 1200]","[58433, 622, 55208, 27, 691, 144]",0
231293,"[54688, 906, 1266, 45, 410, 78, 359, 85]","[58916, 854, 56159, 56, 1600, 358]",1
94670,"[54960, 491, 1742, 1664, 706, 30385, 85, 860, 50, 1459, 446, 18, 1522, 861, 1025]","[60652, 2050, 57767, 81, 608]",1
212080,"[54829, 592, 39, 924, 529]","[59831, 56691, 587, 27, 343]",1
240397,"[55022, 1127, 338, 29607, 1889]","[61061, 423, 27, 57833, 12]",1
112375,"[40908, 2254, 15494, 2501, 232, 242]","[58560, 364, 646, 0, 12]",0
123856,"[54867, 1373, 592, 921, 85]","[60063, 624, 56, 621, 519, 15, 1600]",1
101285,"[39799, 813, 85, 19, 93, 14385, 652]","[58538, 93, 55313, 587, 855, 4, 16, 671]",0
214600,"[55069, 29854, 18, 1587, 381, 34, 280, 300]","[61395, 58167, 2522, 364, 1070]",1
235687,"[53239, 266, 357, 27823, 939]","[58726, 402, 15, 56367, 782]",0
93462,"[55067, 729, 501, 50, 29694, 574, 18, 410, 2886]","[61386, 731, 587, 603, 58158, 66]",1
225552,"[52225, 362, 2188, 28, 1105, 27092]","[58717, 12, 293, 124, 930, 510]",0
101587,"[54907, 265, 584, 435, 888, 29491]","[60321, 462, 57715, 479, 206]",1
60218,"[35692, 45, 860, 231, 51]","[58460, 55235, 27, 272, 904]",0
7650,"[54685, 1388, 94, 1020, 18, 606, 2344]","[58899, 1600, 592, 2003, 711]",1
173888,"[47059, 39, 34, 1678, 21894, 1878, 658]","[58660, 12, 535, 27, 587, 16, 55435]",0
170115,"[46682, 979, 51, 21284, 97, 82, 65, 34]","[58653, 55714, 568, 402, 626]",0
151787,"[54967, 749, 85, 1308, 231, 29551, 1407]","[60706, 698, 160, 57814, 587, 650]",1
83628,"[38033, 85, 811, 364, 1396, 2082, 937, 45, 12619, 359]","[58505, 2189, 55280, 358, 647, 1422]",0
98796,"[39550, 51, 14136, 85, 19, 45]","[58534, 13, 0, 1047, 15]",0
111703,"[54886, 2511, 2192, 38, 29470]","[60184, 271, 0, 322, 12]",1
23076,"[31978, 422, 689, 598, 1990, 1267, 859, 2191, 38, 1268, 742, 501, 669, 1159, 380, 979, 551, 1086, 1654, 7318, 85, 59, 45]","[58372, 587, 347, 396, 77]",0
158,"[29686, 825, 645, 5135, 154, 950, 347, 1068]","[58313, 495, 181, 55090, 436, 359]",0
174081,"[54736, 670, 967, 803, 29659, 31]","[59212, 196, 15, 587, 959, 56681]",1
86485,"[54725, 29309, 231, 1287, 2054, 1889]","[59146, 970, 4, 587, 15, 27, 653, 866]",1
10546,"[30725, 1975, 345, 3264, 713]","[58341, 587, 15, 0, 55421]",0
51715,"[34842, 34, 1267, 9428, 273]","[58439, 749, 239, 55214, 12, 16]",0
146204,"[55026, 82, 30082, 934, 1354, 805, 1587, 565]","[61091, 58109, 1422, 342, 1600, 327]",1
23745,"[32045, 535, 592, 826, 2327, 7362, 18, 1056]","[58374, 12, 0, 55817, 459, 483, 142]",0
171612,"[55001, 1905, 1230, 1827, 18, 556, 541, 30205, 197]","[60913, 977, 334, 587, 358]",1
238129,"[53483, 34, 1598, 471, 28067, 45, 397]","[58728, 720, 587, 15, 979]",0
144394,"[44110, 34, 709, 19215, 1270]","[58615, 854, 0, 228, 55390]",0
39202,"[33590, 917, 45, 231, 332, 28, 848]","[58408, 12, 55183, 1164, 60]",0
60679,"[54803, 34, 31, 78, 38, 29388]","[59653, 15, 56427, 770, 414]",1
1678,"[29838, 82, 183, 909, 818, 84, 4426, 45]","[58319, 883, 997, 493, 27]",0
101383,"[39808, 14873, 19, 54, 1029, 1494, 709, 581, 66, 381]","[58538, 27, 217, 417, 630]",0
228802,"[54973, 614, 29557, 60, 1309]","[60734, 820, 15, 4, 853, 58011]",1
295,"[29700, 4468, 607, 34, 18]","[58315, 55340, 910, 1600, 623, 1069, 715, 587]",0
9246,"[30595, 614, 1200, 5241, 197, 1256, 381, 2146, 126, 34]","[58338, 501, 587, 2028, 55981, 56, 455, 1600]",0
228180,"[52488, 980, 168, 27505, 343, 1878]","[58719, 286, 0, 27, 1101]",0
68926,"[54704, 975, 459, 317, 786]","[59013, 4, 56327, 517, 78, 28]",1
43592,"[34029, 8616, 1481, 269, 34]","[58420, 1003, 55195, 12, 15]",0
7500,"[30420, 85, 515, 1266, 34, 581, 5007, 18, 28, 410]","[58335, 55111, 136, 624, 358, 1600]",0
76295,"[37300, 34, 2224, 2398, 364, 735, 446, 353, 11886, 100, 1312, 1421, 109, 2136]","[58490, 2515, 358, 494, 56044, 530]",0
40523,"[54757, 29360, 1727, 357, 231]","[59351, 108, 12, 56140, 97]",1
171327,"[54894, 1232, 357, 1299, 796, 1889, 1220, 1314, 29564]","[60239, 1924, 57792, 1021, 280]",1
26394,"[32310, 7419, 34, 874, 275]","[58379, 12, 615, 860, 381, 1436]",0
139846,"[54947, 994, 577, 28, 30396, 477]","[60575, 15, 1164, 57348, 790, 166]",1
101865,"[39857, 867, 14912, 446, 401]","[58539, 2430, 764, 1530, 158, 698, 587]",0
34076,"[54744, 942, 29328, 357, 402, 832, 1013]","[59263, 15, 56037, 165, 849, 608]",1
47300,"[34400, 60, 39, 429, 8987, 923]","[58429, 55204, 0, 12, 190, 587]",0
138662,"[54936, 836, 1649, 18, 338, 622]","[60507, 726, 2380, 1600, 15]",1
41720,"[54761, 511, 29707, 280, 738, 278, 34, 598, 971]","[59369, 954, 530, 150, 1422, 2440, 805, 819, 56143]",1
186582,"[48328, 1256, 456, 616, 816, 656, 23328, 452, 176]","[58676, 1007, 732, 524, 12, 587, 92]",0
133616,"[43032, 195, 205, 617, 1027, 443, 2177, 581]","[58597, 1422, 340, 546, 1857]",0
180279,"[47698, 363, 22283, 28, 581]","[58669, 55444, 576, 40, 0, 587]",0
88630,"[38533, 1716, 496, 1537, 673, 1587, 756, 13535, 747, 381]","[58515, 623, 2196, 358, 55793]",0
83942,"[38064, 12979, 446, 1136, 735, 776, 1256, 1254, 67, 450, 1214]","[58506, 473, 55281, 1600, 910, 75]",0
110347,"[54752, 506, 29862, 38, 180]","[59323, 302, 810, 587, 162, 670, 455, 24]",1
122094,"[54911, 507, 207, 30388, 782]","[60350, 57885, 274, 70, 384]",1
14117,"[31082, 359, 103, 36, 360, 5668, 1056, 99, 906, 1438]","[58352, 1600, 1756, 55127, 624, 565, 1612]",0
9,"[29671, 31, 1492, 328, 28, 4388]","[58310, 55087, 414, 587, 507, 13]",0
658,"[29736, 730, 950, 231, 5293, 1256]","[58315, 0, 88, 55554, 403, 215]",0
155932,"[54976, 581, 153, 93, 947, 50]","[60750, 587, 58186, 12, 824, 16]",1
41366,"[33807, 507, 1221, 809, 117, 973, 511, 30, 933, 1878]","[58415, 249, 943, 13, 0, 427, 16]",0
221567,"[51827, 1267, 1879, 26411, 34]","[58713, 56193, 1482, 0, 918]",0
80755,"[54987, 749, 571, 280, 97]","[60828, 58141, 12, 723, 13]",1
194024,"[49073, 357, 394, 23994, 792, 1027, 447]","[58684, 631, 587, 266, 56389]",0
116645,"[54901, 956, 410, 1033, 51, 957, 581, 2349]","[60285, 1767, 642, 1061, 1398, 1552, 1600]",1
156584,"[45329, 615, 78, 85, 20728]","[58633, 902, 369, 0, 839, 24, 473, 55481]",0
34153,"[33085, 888, 347, 97, 614, 1000, 943, 231, 7988, 51, 85]","[58398, 12, 15, 13, 55623]",0
200134,"[49684, 2512, 701, 24268, 2553]","[58690, 12, 15, 653, 55465]",0
233912,"[54777, 191, 34, 381, 665]","[59479, 35, 56253, 587, 580, 711, 825]",1
148744,"[54776, 930, 38, 34, 994]","[59471, 15, 0, 56245, 1045]",1
124955,"[55036, 18, 248, 609, 524, 78, 29838]","[61152, 2209, 358, 976, 58088]",1
235466,"[54754, 1617, 34, 197, 18]","[59335, 1422, 530, 57000, 1207]",1
65,"[29677, 2128, 910, 570, 99, 822, 655, 969, 357]","[58311, 3171, 55088, 624, 15, 1600, 1612, 698, 358]",0
60677,"[54803, 810, 1356, 2460, 1779, 1901, 984, 1618, 359, 29414]","[59653, 57099, 15, 0, 673]",1
12847,"[30955, 231, 1984, 673, 18, 471, 5541, 39, 1157]","[58348, 0, 18, 542, 27, 1009]",0
233383,"[55073, 1266, 740, 34, 29657, 1256]","[61428, 838, 1612, 1811, 630]",1
172835,"[55011, 18, 217, 1995, 446, 1254, 45, 1534, 607]","[60975, 551, 849, 1600, 624, 1612, 542]",1
192043,"[55013, 304, 770, 346, 1889, 793, 38, 821, 152, 147, 1078, 2522, 170, 28]","[60996, 606, 690, 58096, 0]",1
230445,"[54941, 29526, 720, 618, 952]","[60541, 0, 186, 57314, 153]",1
3891,"[54702, 446, 1587, 410, 524, 2364, 837, 29286, 664]","[58996, 358, 193, 158, 203, 56369, 950, 1829]",1
29102,"[32580, 1440, 2413, 371, 461, 1620]","[58386, 15, 1600, 55659, 530]",0
248801,"[54994, 345, 264, 412, 767]","[60871, 13, 400, 12, 360, 587]",1
192381,"[54790, 738, 1029, 192, 1722]","[59561, 632, 56776, 862, 941]",1
218781,"[55057, 93, 1229, 1294, 435]","[61305, 58077, 1606, 5, 587]",1
26075,"[32278, 461, 229, 347, 34, 7576, 30]","[58379, 562, 13, 55154, 12]",0
130315,"[54930, 777, 1889, 30361, 3694, 1719, 1605, 561, 1143]","[60466, 76, 624, 57239, 1612]",1
45045,"[34175, 9311, 2965, 606, 650, 18]","[58423, 27, 741, 0, 56142]",0
16599,"[55048, 29632, 663, 1869, 82, 2573, 625, 892]","[61234, 58641, 1338, 765, 1730]",1
27327,"[32403, 28, 18, 34, 7591]","[58381, 422, 27, 258, 852]",0
170795,"[54803, 1000, 736, 38, 476]","[59650, 56424, 627, 645, 367]",1
150264,"[54894, 1041, 381, 231, 2037]","[60240, 598, 12, 57013, 616]",1
88333,"[38503, 78, 13240, 1605, 371]","[58514, 15, 56, 358, 55289]",0
31128,"[55019, 19, 29603, 771, 231]","[61035, 107, 12, 492, 0]",1
51517,"[55039, 1644, 1889, 204, 581, 29623, 601, 509]","[61175, 752, 307, 27, 16, 12]",1
82794,"[54845, 38, 29517, 349, 166, 578, 231]","[59918, 770, 13, 587, 56806]",1
126808,"[54899, 18, 581, 1803, 183, 435, 30228, 78, 1206, 364]","[60274, 608, 607, 15, 361, 57047]",1
143119,"[43982, 334, 18567, 1266, 446]","[58613, 2045, 310, 1168, 530, 1986]",0
22209,"[31891, 39, 1818, 6490, 583, 85, 1507, 38, 93]","[58371, 12, 428, 15, 55146, 0]",0
11955,"[30866, 1878, 18, 683, 34, 1889, 346, 491, 601]","[58345, 251, 55120, 1600, 587]",0
24779,"[54752, 97, 769, 279, 30, 1267]","[59322, 56096, 975, 653, 27]",1
111010,"[40771, 1673, 978, 1713, 231, 567, 472, 848, 2111, 1068, 410, 1639, 1587, 34, 1631, 2022, 1506, 1060]","[58558, 233, 298, 55333, 13]",0
463,"[29716, 509, 1889, 60, 82, 529, 85, 597]","[58315, 235, 55092, 334, 72]",0
88232,"[54854, 228, 30263, 231, 830, 1259]","[59978, 430, 135, 57164, 15, 12]",1
124847,"[54807, 3692, 1158, 300, 479, 2304, 91, 248]","[59674, 787, 1591, 1671, 1848, 2401, 998]",1
101471,"[39817, 1002, 1878, 694, 948, 508]","[58538, 233, 55313, 587, 153]",0
12289,"[30899, 543, 1267, 30, 1658, 19, 581, 5485]","[58347, 971, 728, 4, 279, 70, 27]",0
2755,"[29946, 1889, 954, 34, 636, 1267]","[58323, 189, 12, 55099, 1364]",0
23620,"[32032, 238, 1969, 155, 945, 53, 34, 1899, 7397, 848]","[58374, 55770, 12, 24, 4]",0
41199,"[54759, 592, 29343, 34, 53, 1276, 1411]","[59360, 977, 151, 56302, 971, 27]",1
169893,"[54959, 2010, 29755, 1587, 359, 1149]","[60650, 358, 1600, 449, 57423]",1
172280,"[46898, 834, 1889, 1051, 450, 185, 20, 357, 18, 639]","[58658, 55433, 437, 49, 0]",0
57202,"[55061, 30090, 995, 1005, 364]","[61330, 2339, 986, 58175, 2120]",1
131329,"[55074, 18, 30234, 1829, 474]","[61440, 59167, 12, 24, 881]",1
106173,"[40287, 1738, 341, 30, 45, 57, 501]","[58547, 808, 55322, 666, 27, 15]",0
17081,"[54942, 231, 520, 29527, 218, 38]","[60546, 318, 15, 281, 75]",1
159075,"[45578, 34, 1178, 725, 1194, 364, 1594, 1560]","[58637, 56326, 884, 607, 15]",0
56139,"[54830, 701, 29464, 38, 690, 144, 30, 231, 940]","[59836, 0, 24, 56866, 957, 96]",1
221937,"[54933, 85, 18, 882, 29517]","[60485, 27, 784, 612, 57258]",1
17868,"[54791, 50, 29896, 1587, 564, 1194, 1266]","[59569, 15, 2428, 358, 59, 56918, 876, 1464]",1
4678,"[54678, 221, 231, 381, 18, 82, 29262, 1954, 319]","[58857, 587, 12, 207, 55810]",1
6795,"[54683, 843, 940, 846, 308, 45, 29363, 30, 231, 53, 1267]","[58887, 0, 15, 12, 55661, 70]",1
146403,"[44310, 1367, 1285, 1176, 197, 581]","[58618, 1461, 358, 56235, 2034]",0
40,"[54850, 97, 759, 470, 1274, 38, 29967, 518, 545, 557]","[59958, 593, 663, 27, 972]",1
91952,"[38865, 449, 1110, 18, 13460]","[58521, 55296, 624, 2498, 2801, 323, 587]",0
67421,"[36412, 1256, 140, 11259, 34]","[58473, 1240, 2528, 2387, 780, 56037, 1600, 781, 565, 55, 1422]",0
38125,"[33483, 2647, 2516, 738, 3011]","[58406, 0, 76, 55878, 587]",0
28234,"[32494, 7852, 576, 979, 1896]","[58384, 604, 12, 15, 439]",0
180672,"[47737, 737, 581, 364, 1157, 22323, 18, 1619]","[58669, 1600, 55444, 1015, 56]",0
167622,"[46432, 906, 1598, 1618, 60, 360]","[58649, 1711, 360, 2791, 55424, 112, 1600, 587, 75]",0
15616,"[31232, 1331, 1254, 18, 1528, 6063, 34, 578]","[58354, 55129, 56, 536, 1365]",0
121177,"[54792, 1267, 592, 29376, 316]","[59575, 581, 65, 15, 545, 669, 56420, 587]",1
98400,"[54971, 2680, 410, 29555, 1190, 625, 421, 1598, 1260]","[60723, 329, 27, 58378, 580, 95]",1
142191,"[43889, 19349, 1256, 992, 581, 19, 3063, 526, 31]","[58611, 15, 73, 935, 55626]",0
171667,"[55001, 1878, 30, 53, 265]","[60914, 587, 656, 27, 583, 15, 58041]",1
81826,"[54843, 1261, 276, 1510, 381, 2305, 913, 34, 78]","[59908, 446, 587, 117, 742, 760]",1
66585,"[54814, 1411, 848, 29398, 755]","[59722, 4, 249, 0, 646]",1
5373,"[54679, 30128, 94, 411, 1267, 1298, 1549, 557]","[58866, 70, 197, 13, 145, 27, 55640, 12]",1
216507,"[51321, 34, 121, 388, 25905, 85]","[58708, 486, 805, 12, 55483]",0
140654,"[43736, 867, 583, 1878, 18321, 801]","[58609, 190, 144, 4, 531, 227]",0
202451,"[49915, 724, 1267, 1787, 848, 38, 818]","[58691, 122, 56185, 188, 613]",0
37862,"[33456, 531, 869, 50, 614, 1314, 2145, 364, 4039, 8043]","[58406, 55609, 89, 515, 2506, 1735]",0
